date,latitude,longitude,size_acres,duration_days,region
2023-04-17,39.90706450259131,-118.23307334156189,295.1443738192723,0.737328513130258,California
2023-03-29,35.670231805820706,-122.99989841181961,526.1819230387765,0.40645641849450836,California
2023-12-10,40.40820508760401,-122.2704393378781,100.33949437483169,1.4182799598257994,California
2023-11-10,37.48518610050626,-119.96457730425779,172.11149627697074,6.624596117298591,California
2023-06-19,32.94332380052935,-114.27556705216467,132.48520002501218,0.6648411923766511,California
2023-02-20,36.13338891703805,-114.17607569902873,314.394550270428,13.759810965416857,California
2023-05-15,34.11997917502927,-123.81695827365456,1486.8438967534653,23.594412397228208,California
2023-08-30,36.161456774129206,-124.33235435168775,131.2631254476889,1.9305093795807569,California
2023-09-21,32.826690950594575,-114.95213577817279,149.72888842034305,7.603790589954862,California
2023-01-02,36.538980807666825,-122.31661253988402,419.3181228124015,0.22269824217635448,California
2023-08-06,36.77266426701277,-120.35092252198095,1306.3168257080956,9.094962115918468,California
2023-09-28,33.34067876949324,-122.44217994459898,23.140982843415976,2.7547246076216076,California
2023-07-27,39.59954104630512,-118.83323260991466,441.8526815040737,23.518099119625948,California
2023-07-07,37.65561279000336,-123.02029563776499,810.2417978873656,0.5423310816791631,California
2023-11-23,36.522314066710514,-120.35374405915651,173.70766958022958,0.0992591862998046,California
2023-03-22,39.25774855111217,-116.20315682442234,465.65139399678645,18.254350799893203,California
2023-02-10,41.19211691766592,-115.57459493320711,298.41936245231483,0.7019152377041349,California
2023-03-03,35.5892415592541,-116.83913512745033,507.44467946300995,15.275763386810603,California
2023-08-15,33.63614533641387,-117.01092973415855,715.196376538432,5.767212464200801,California
2023-09-12,34.93264906623258,-124.07544730984647,620.0813994968602,0.8227466784154065,California
2023-06-28,32.798577264023976,-117.81769068173031,188.69835439754993,4.973060239939331,California
2023-08-10,33.82364881685582,-118.15361751758292,388.09169773118487,1.5888419549262731,California
2023-01-13,33.23130914337354,-121.45760974440543,87.90417925003142,18.584650601164373,California
2023-02-14,35.308520015458285,-123.39231027178216,304.8945907940811,1.7252474123608776,California
2023-12-06,40.979310485654786,-118.83690645988567,823.6741456517831,15.84969854500362,California
2023-08-19,41.11487019468466,-121.64261138146134,521.6220756421721,0.0036435870688989267,California
2023-08-21,35.39542195250127,-122.77111354199911,381.8807751704673,4.6428079607406545,California
2023-08-13,33.638720989669984,-120.9550407002619,1431.5605613455748,2.7326866201703206,California
2023-04-06,37.801969019164744,-120.25972020389057,33.54675629989471,2.0504140934137594,California
2023-09-25,34.89193181034096,-119.27889068812995,178.9652300395234,2.346747734667572,California
2023-03-22,35.03441963561521,-114.24554296375715,264.6959691264433,0.23526474387457924,California
2023-08-12,41.12852591668321,-121.98460014799679,78.26543049273488,4.705904766315454,California
2023-06-09,37.75248434617762,-118.27668439926637,42.154783991206386,3.2304098926110223,California
2023-09-12,40.12982768560901,-119.56184333831659,2049.8737929964855,3.562077946176377,California
2023-08-28,40.08427868735323,-122.91746578836299,354.840330946342,8.33078399963215,California
2023-09-16,38.113482960288295,-117.38557420065604,8.36347377923531,5.023414091846418,California
2023-05-27,35.81232687927143,-123.49014621354009,1411.0850213580966,3.5475101048602484,California
2023-02-08,41.39893489299898,-123.05603008646708,208.56621699758588,0.8431099952589749,California
2023-05-31,37.64375575136187,-117.19426380687663,129.74172317403827,1.3462208222170495,California
2023-04-22,37.77440771019489,-118.93866892726193,138.43852271895156,0.6840829833245851,California
2023-05-20,37.803787809267426,-115.23231839651193,104.5630706438314,2.2885640993370124,California
2023-05-27,39.39657894926727,-115.08034227049794,1090.5662846983066,10.594935343516322,California
2023-04-26,33.299329667452966,-122.80289850200656,1144.1152500887529,6.527457628759127,California
2023-08-15,36.03668628233656,-114.62859885419333,1818.4061279846114,2.3377532334342526,California
2023-12-04,37.113330659069156,-119.79154649864441,2597.651435295704,1.354458282916256,California
2023-03-09,34.7538663312196,-121.08330316932769,686.1787758328953,7.341416700119376,California
2023-05-15,39.348929280395225,-121.26536168554992,391.0331668861251,4.976527924334534,California
2023-01-22,34.817901612101295,-114.28338917509932,249.6937485200119,15.582386478739659,California
2023-10-10,36.62674647234907,-120.82417671920591,517.9643462758455,7.7378525204380715,California
2023-11-13,37.24233710890515,-118.49395590830358,731.704377908665,0.31208090973840424,California
2023-06-21,41.434356551352685,-114.48374994147284,1231.7549423169207,3.236011775481567,California
2023-08-21,41.55418254672755,-121.0271218009596,402.3355106453649,5.9452095931702535,California
2023-07-07,40.603589826939924,-121.40828663326936,243.14596604934678,13.333086567346559,California
2023-09-13,37.110158805625,-120.58678789551249,251.0084893635924,13.014865448623127,California
2023-11-19,37.915581115848966,-123.47964681540694,477.26535775885884,32.27398823492422,California
2023-05-07,37.4241316974555,-115.28758274475646,675.0171241768351,8.358520977111711,California
2023-10-26,39.23465447064613,-118.69539024246697,175.85091068145786,3.81044589162677,California
2023-11-02,40.73718702651099,-114.91097419815705,358.04661846645183,4.873290642858395,California
2023-06-22,34.3456025583644,-123.75512037150077,252.7398254998768,0.3647182128097238,California
2023-05-23,36.068038050079466,-123.51318963167087,431.70701330471735,0.25622872947599895,California
2023-06-02,33.97289535891357,-114.19067067273943,912.9689843231354,13.78305020164071,California
2023-11-01,32.85480779311754,-115.86269411307359,223.29251210387235,0.9512232890819959,California
2023-09-21,39.8149387544368,-122.23387921128315,487.60980932824646,0.624477202929281,California
2023-12-16,37.63603365529601,-117.80698603426883,647.4802814583421,26.06489906089995,California
2023-05-04,39.288653489709546,-124.0687910739373,254.43119395829135,3.9782036397701384,California
2023-02-27,33.245335622751526,-124.2338171941377,1643.689961634301,12.654373494805437,California
2023-05-09,34.146296040673036,-122.85741105195359,144.0029945632918,5.577534538193202,California
2023-02-17,34.23722697251942,-114.68655302793304,508.4294217381189,5.089769694601535,California
2023-07-11,37.766363498858304,-118.0769321645393,272.01893276602567,1.9926290459184446,California
2023-05-24,34.00714125260367,-123.23827119804076,209.18374352307188,0.6740274219389228,California
2023-02-16,32.88692362203022,-115.51766386788442,608.1203058503442,4.499492160890247,California
2023-08-06,39.75196201853716,-116.02741374096682,212.55667929392064,4.374153157044328,California
2023-12-23,36.28579497677505,-118.03357397045173,504.05726802045604,0.3245362681437431,California
2023-08-11,32.645393132758656,-114.69891876516543,347.61455705544813,5.426234320076508,California
2023-01-04,38.350586061704185,-114.58913815211206,1443.4532585186678,14.13232108058917,California
2023-06-09,41.4321872935371,-118.45752113230327,245.65034611195364,7.215790104914873,California
2023-06-28,40.296075019567574,-117.92763346393349,858.5862992451019,7.378513474421819,California
2023-02-12,34.360015780498316,-123.77170634081077,53.112667740815105,0.12872921493063594,California
2023-08-30,38.98856434745539,-123.7525191911676,192.07859414743425,13.04468228068094,California
2023-03-31,35.73593340991028,-121.76270745352302,342.62666387320735,8.263853201395369,California
2023-04-24,38.474957044408896,-115.28654385796594,664.1467893822002,11.388970641957847,California
2023-09-06,37.70573289085683,-120.05355510576476,420.267388547656,6.004907657197516,California
2023-04-09,36.419867930658555,-120.59381009917578,748.9772516717935,2.917135696515272,California
2023-07-09,37.837733575365846,-121.99473297220143,569.474668990785,9.427059517181988,California
2023-12-21,33.47967675394136,-115.02319447986454,351.8537448783772,12.25932790266331,California
2023-12-08,35.32753415783845,-123.45015868480043,27.484387056802568,22.281435938301662,California
2023-03-17,35.87159930939585,-114.4535907061722,564.6954195856501,4.611503659443022,California
2023-05-24,36.760232458794036,-121.42128689717032,199.24316727519488,7.814265059499544,California
2023-02-22,40.02000091539556,-116.20900950065719,47.81847327015972,4.7743471760134915,California
2023-08-11,33.03077596943483,-116.7611266536944,394.73628493904044,8.565217442352456,California
2023-08-27,33.85842097950194,-116.50413836696654,481.4528398740175,0.746260985717698,California
2023-01-07,36.54786901294594,-122.16294761550418,252.63023728274996,15.572689711504225,California
2023-07-13,33.272813416098046,-123.60920400210549,2157.729281029046,3.281863077866027,California
2023-11-17,40.86341970206496,-122.01480546633817,1191.321476445814,6.273508099502981,California
2023-10-19,36.0744660625437,-123.62324247466398,750.6212702273128,5.721522852930451,California
2023-04-01,34.86287946708774,-121.03234844529946,284.9799157081282,2.0482261038629574,California
