date,temperature_c,humidity,wind_speed_mph,wind_direction_deg,precipitation_mm,latitude,longitude
2025-06-27,27.992600840763437,0.44014798318473136,6.754131496250812,276.1901471190858,0.0,36.7783,-119.4179
2025-06-28,11.02759592561032,0.7794480814877937,6.817024807062513,245.17419375488726,0.0,36.7783,-119.4179
2025-06-29,17.683931422339953,0.646321371553201,0.43264649345853146,190.2132436669953,0.0,36.7783,-119.4179
2025-06-30,7.96221759187859,0.8407556481624282,8.10020081662987,352.04424075153753,0.0,36.7783,-119.4179
2025-07-01,18.749066779469988,0.6250186644106003,12.92761420277801,330.8816575003174,0.0,36.7783,-119.4179
2025-07-02,19.394724443963128,0.6121055111207375,5.94396178140617,27.156436952316938,0.0,36.7783,-119.4179
2025-07-03,16.232748385090673,0.6753450322981867,27.400845204015248,250.89302011097334,0.0,36.7783,-119.4179
2025-07-04,14.734222396949864,0.7053155520610028,6.679921160422584,329.4915630008783,0.0,36.7783,-119.4179
2025-07-05,18.681450932756672,0.6263709813448666,0.5644778648094394,120.83762332690675,0.0,36.7783,-119.4179
2025-07-06,16.223111801417446,0.6755377639716511,5.204288719721037,139.77661823635398,0.0,36.7783,-119.4179
2025-07-07,15.06345641167034,0.6987308717665932,1.5051867108970032,163.16670485837918,0.03281756586386034,36.7783,-119.4179
2025-07-08,12.194185809741164,0.7561162838051768,2.6484006307869477,217.00147752838745,0.0,36.7783,-119.4179
2025-07-09,18.09857447968662,0.6380285104062677,4.351362758868579,330.9035586608014,0.20928225568871184,36.7783,-119.4179
2025-07-10,21.786474237069005,0.5642705152586199,4.01021271042007,59.340334009320344,0.0,36.7783,-119.4179
2025-07-11,17.832005048849542,0.6433598990230092,21.094796504157785,135.62602917765867,0.0,36.7783,-119.4179
2025-07-12,25.837840442206762,0.4832431911558648,2.4960455291565076,298.4991194543452,0.0,36.7783,-119.4179
2025-07-13,19.12668656344494,0.6174662687311012,3.8215650026962313,269.96786980918984,0.0,36.7783,-119.4179
2025-07-14,15.442912385755523,0.6911417522848896,4.399185712692172,261.40350386586533,0.0,36.7783,-119.4179
2025-07-15,10.94333353298635,0.781133329340273,1.147350914713375,90.51927822424744,0.0,36.7783,-119.4179
2025-07-16,14.34360053481126,0.7131279893037749,1.161095858554039,316.1594402925092,0.0,36.7783,-119.4179
2025-07-17,17.35516523949944,0.6528966952100113,3.233328843155056,299.29373642250044,0.0,36.7783,-119.4179
2025-07-18,15.06753155518574,0.6986493688962853,8.4745905444794,348.4705555583363,0.15693418107645624,36.7783,-119.4179
2025-07-19,14.216578749963283,0.7156684250007344,2.7282567934328634,282.48057501995146,0.0,36.7783,-119.4179
2025-07-20,29.5652185466962,0.40869562906607604,8.174924054297287,325.13438112358546,0.0,36.7783,-119.4179
2025-07-21,16.97626954905713,0.6604746090188575,5.061865470979772,199.73361907520123,0.12960772477159035,36.7783,-119.4179
2025-07-22,17.745632653680055,0.6450873469263989,3.964244320475297,162.3277610697976,0.0,36.7783,-119.4179
2025-07-23,17.48323433672043,0.6503353132655915,5.980715540985926,286.7298392425958,0.0,36.7783,-119.4179
2025-07-24,6.8035029017908855,0.8639299419641824,9.228694947313368,276.8103868735431,0.004694619505081781,36.7783,-119.4179
2025-07-25,8.44829288107653,0.8310341423784695,1.1731133695540525,208.67397640982583,0.0,36.7783,-119.4179
2025-07-26,21.936016448056716,0.5612796710388658,3.8529866069411076,165.64289723408592,0.0,36.7783,-119.4179
